DOCUMENT_ID,SUPPLIER_ID,DOCUMENT_TYPE,DOCUMENT_TITLE,DOCUMENT_CONTENT,DOCUMENT_SUMMARY,EFFECTIVE_DATE,EXPIRATION_DATE,DOCUMENT_STATUS,FILE_PATH,FILE_SIZE_BYTES,CREATED_BY_USER,CREATED_TIMESTAMP,UPDATED_BY_USER,UPDATED_TIMESTAMP
280,138,AUDIT,Quality Audit Report - Advanced Composite Supply,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Advanced Composite Supply
Audit Date: 2023-07-25
Audit Type: Surveillance
Auditor: Auditor-16

EXECUTIVE SUMMARY:
Overall Rating: C
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Good
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.17
   - Equipment Calibration: Past Due
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Good
   - Traceability: Full
   - Inventory Management: Needs Improvement

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 2 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-07-24","Quality audit findings for Advanced Composite Supply covering QMS, manufacturing, and compliance.",2023-07-25,2025-11-14,ACTIVE,/documents/audit/138/280.pdf,174325,SYSTEM,2023-07-25 00:00:00,SYSTEM,2023-07-25 00:00:00
281,138,AUDIT,Quality Audit Report - Advanced Composite Supply,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Advanced Composite Supply
Audit Date: 2023-04-28
Audit Type: For-Cause
Auditor: Auditor-39

EXECUTIVE SUMMARY:
Overall Rating: A
Previous Rating: C

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Needs Improvement
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.27
   - Equipment Calibration: Past Due
   - Statistical Process Control: None

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Limited
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 4 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-04-27","Quality audit findings for Advanced Composite Supply covering QMS, manufacturing, and compliance.",2023-04-28,2025-06-02,ACTIVE,/documents/audit/138/281.pdf,497652,SYSTEM,2023-04-28 00:00:00,SYSTEM,2023-04-28 00:00:00
282,139,REGULATORY,Regulatory Compliance Certificate - Nordic Pneumatic AG,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-355876
Issued To: Nordic Pneumatic AG
Effective Date: 2023-11-23
Expiration Date: 2026-09-15

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: N/A
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: Certified
- FDA Registration Number: N/A
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-09-25
Inspection Result: VAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Nordic Pneumatic AG maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Nordic Pneumatic AG including FDA, ISO, and GMP certifications.",2023-11-23,2026-09-15,ACTIVE,/documents/regulatory/139/282.pdf,204403,SYSTEM,2023-11-23 00:00:00,SYSTEM,2023-11-23 00:00:00
283,139,CONTRACT,Master Supply Agreement - Nordic Pneumatic AG,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Nordic Pneumatic AG (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-12-27.

2. PRICING: 
   - Base unit price: $6648.31 per unit
   - Annual price adjustment: Maximum 2% based on commodity index
   - Volume discounts: 9% for orders exceeding 9230 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 35 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 95%

5. QUALITY:
   - Acceptance rate target: 98%
   - Inspection requirements: Source
   - Warranty period: 25 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 62 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Nordic Pneumatic AG covering pricing, delivery, quality, and indemnification terms.",2023-12-27,2025-07-30,ACTIVE,/documents/contract/139/283.pdf,478304,SYSTEM,2023-12-27 00:00:00,SYSTEM,2023-12-27 00:00:00
284,140,CONTRACT,Master Supply Agreement - Allied Ceramic Ltd,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Allied Ceramic Ltd (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-03-31.

2. PRICING: 
   - Base unit price: $8724.37 per unit
   - Annual price adjustment: Maximum 6% based on commodity index
   - Volume discounts: 10% for orders exceeding 2852 units

3. PAYMENT TERMS: Net 45 days from invoice date

4. DELIVERY: 
   - Lead time: 30 days from PO receipt
   - Delivery terms: FOB
   - On-time delivery target: 98%

5. QUALITY:
   - Acceptance rate target: 95%
   - Inspection requirements: Both
   - Warranty period: 20 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 70 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Allied Ceramic Ltd covering pricing, delivery, quality, and indemnification terms.",2023-03-31,2024-04-20,ACTIVE,/documents/contract/140/284.pdf,269635,SYSTEM,2023-03-31 00:00:00,SYSTEM,2023-03-31 00:00:00
285,141,CONTRACT,Master Supply Agreement - Apex Hydraulic Solutions,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Apex Hydraulic Solutions (""Supplier"").

1. TERM: This agreement shall be effective for a period of 4 years from 2023-09-07.

2. PRICING: 
   - Base unit price: $6114.66 per unit
   - Annual price adjustment: Maximum 8% based on commodity index
   - Volume discounts: 10% for orders exceeding 9649 units

3. PAYMENT TERMS: Net 60 days from invoice date

4. DELIVERY: 
   - Lead time: 14 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 98%

5. QUALITY:
   - Acceptance rate target: 95%
   - Inspection requirements: Receiving
   - Warranty period: 35 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 57 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Apex Hydraulic Solutions covering pricing, delivery, quality, and indemnification terms.",2023-09-07,2025-01-12,ACTIVE,/documents/contract/141/285.pdf,189482,SYSTEM,2023-09-07 00:00:00,SYSTEM,2023-09-07 00:00:00
286,141,COMPLIANCE,Regulatory Compliance Certificate - Apex Hydraulic Solutions,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-622613
Issued To: Apex Hydraulic Solutions
Effective Date: 2023-12-01
Expiration Date: 2026-05-13

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: Certified
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-7152014
- CE Marking: Pending

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Compliant
- RoHS Compliance: Exempt
- Conflict Minerals: Compliant

RECENT INSPECTIONS:
Last FDA Inspection: 2023-10-18
Inspection Result: No Observations
Form 483 Observations: 3

WARNING LETTERS:
No warning letters on file

This certificate confirms that Apex Hydraulic Solutions maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Apex Hydraulic Solutions including FDA, ISO, and GMP certifications.",2023-12-01,2026-05-13,ACTIVE,/documents/compliance/141/286.pdf,440047,SYSTEM,2023-12-01 00:00:00,SYSTEM,2023-12-01 00:00:00
287,142,REGULATORY,Regulatory Compliance Certificate - Continental Chemical Group,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-574269
Issued To: Continental Chemical Group
Effective Date: 2023-12-13
Expiration Date: 2026-11-01

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: FDA-1283529
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Compliant
- RoHS Compliance: Compliant
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-04-01
Inspection Result: OAI
Form 483 Observations: 5

WARNING LETTERS:
Warning letter dated 2023-06-16 regarding contamination controls

This certificate confirms that Continental Chemical Group maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Continental Chemical Group including FDA, ISO, and GMP certifications.",2023-12-13,2026-11-01,ACTIVE,/documents/regulatory/142/287.pdf,54940,SYSTEM,2023-12-13 00:00:00,SYSTEM,2023-12-13 00:00:00
288,142,CONTRACT,Master Supply Agreement - Continental Chemical Group,"MASTER SUPPLY AGREEMENT

This Agreement is entered into between Snowcore Industries (""Buyer"") and Continental Chemical Group (""Supplier"").

1. TERM: This agreement shall be effective for a period of 2 years from 2023-08-05.

2. PRICING: 
   - Base unit price: $2879.47 per unit
   - Annual price adjustment: Maximum 7% based on commodity index
   - Volume discounts: 6% for orders exceeding 5748 units

3. PAYMENT TERMS: Net 30 days from invoice date

4. DELIVERY: 
   - Lead time: 27 days from PO receipt
   - Delivery terms: CIF
   - On-time delivery target: 96%

5. QUALITY:
   - Acceptance rate target: 97%
   - Inspection requirements: Receiving
   - Warranty period: 20 months

6. INDEMNIFICATION:
   Supplier shall indemnify Buyer against all claims arising from:
   - Product defects
   - Intellectual property infringement
   - Regulatory non-compliance
   - Environmental violations

7. FORCE MAJEURE:
   Neither party shall be liable for delays caused by events beyond reasonable control,
   including but not limited to: natural disasters, war, pandemic, government actions.

8. TERMINATION:
   Either party may terminate with 71 days written notice.
   Immediate termination permitted for material breach.

Signed: _______________ Date: _______________","Supply agreement with Continental Chemical Group covering pricing, delivery, quality, and indemnification terms.",2023-08-05,2025-05-13,ACTIVE,/documents/contract/142/288.pdf,309139,SYSTEM,2023-08-05 00:00:00,SYSTEM,2023-08-05 00:00:00
289,142,REGULATORY,Regulatory Compliance Certificate - Continental Chemical Group,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-280428
Issued To: Continental Chemical Group
Effective Date: 2023-06-14
Expiration Date: 2024-12-06

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Certified
- ISO 14001:2015 Environmental Management: Pending
- ISO 13485:2016 Medical Devices: N/A
- FDA Registration Number: N/A
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Conditional
- REACH Compliance: Pending
- RoHS Compliance: N/A
- Conflict Minerals: In Progress

RECENT INSPECTIONS:
Last FDA Inspection: 2023-02-07
Inspection Result: VAI
Form 483 Observations: 0

WARNING LETTERS:
Warning letter dated 2022-12-16 regarding contamination controls

This certificate confirms that Continental Chemical Group maintains compliance with 
applicable regulatory requirements for the supply of reagents.","Regulatory compliance status for Continental Chemical Group including FDA, ISO, and GMP certifications.",2023-06-14,2024-12-06,ACTIVE,/documents/regulatory/142/289.pdf,364530,SYSTEM,2023-06-14 00:00:00,SYSTEM,2023-06-14 00:00:00
290,143,REGULATORY,Regulatory Compliance Certificate - Strategic Metals Manufacturing,"REGULATORY COMPLIANCE CERTIFICATE

Certificate Number: CERT-755449
Issued To: Strategic Metals Manufacturing
Effective Date: 2023-07-01
Expiration Date: 2026-02-16

CERTIFICATIONS HELD:
- ISO 9001:2015 Quality Management: Pending
- ISO 14001:2015 Environmental Management: N/A
- ISO 13485:2016 Medical Devices: Pending
- FDA Registration Number: FDA-2723963
- CE Marking: N/A

COMPLIANCE STATUS:
- GMP Compliance: Compliant
- REACH Compliance: Pending
- RoHS Compliance: Exempt
- Conflict Minerals: N/A

RECENT INSPECTIONS:
Last FDA Inspection: 2023-01-11
Inspection Result: NAI
Form 483 Observations: 1

WARNING LETTERS:
No warning letters on file

This certificate confirms that Strategic Metals Manufacturing maintains compliance with 
applicable regulatory requirements for the supply of precision components.","Regulatory compliance status for Strategic Metals Manufacturing including FDA, ISO, and GMP certifications.",2023-07-01,2026-02-16,ACTIVE,/documents/regulatory/143/290.pdf,57771,SYSTEM,2023-07-01 00:00:00,SYSTEM,2023-07-01 00:00:00
291,143,AUDIT,Quality Audit Report - Strategic Metals Manufacturing,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Strategic Metals Manufacturing
Audit Date: 2023-12-06
Audit Type: For-Cause
Auditor: Auditor-40

EXECUTIVE SUMMARY:
Overall Rating: D
Previous Rating: C

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Pending
   - Document Control: Needs Improvement
   - Corrective Action Process: Needs Improvement

2. Manufacturing Process
   - Process Capability: Cpk: 1.38
   - Equipment Calibration: Past Due
   - Statistical Process Control: Partial

3. Supply Chain
   - Sub-supplier Management: Excellent
   - Traceability: Limited
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 2 incidents in past year
   - Waste Management: Needs Improvement

CORRECTIVE ACTIONS REQUIRED:
- Item 1: None required

NEXT AUDIT SCHEDULED: 2024-12-05","Quality audit findings for Strategic Metals Manufacturing covering QMS, manufacturing, and compliance.",2023-12-06,2026-10-28,ACTIVE,/documents/audit/143/291.pdf,53956,SYSTEM,2023-12-06 00:00:00,SYSTEM,2023-12-06 00:00:00
292,143,AUDIT,Quality Audit Report - Strategic Metals Manufacturing,"SUPPLIER QUALITY AUDIT REPORT

Supplier: Strategic Metals Manufacturing
Audit Date: 2023-07-20
Audit Type: Surveillance
Auditor: Auditor-12

EXECUTIVE SUMMARY:
Overall Rating: B
Previous Rating: D

FINDINGS:

1. Quality Management System
   - ISO 9001 Certification: Certified
   - Document Control: Excellent
   - Corrective Action Process: Good

2. Manufacturing Process
   - Process Capability: Cpk: 1.57
   - Equipment Calibration: Past Due
   - Statistical Process Control: Full

3. Supply Chain
   - Sub-supplier Management: Needs Improvement
   - Traceability: Full
   - Inventory Management: Good

4. Environmental & Safety
   - Environmental Compliance: Minor Issues
   - Safety Record: 3 incidents in past year
   - Waste Management: Adequate

CORRECTIVE ACTIONS REQUIRED:
- Item 1: Close CAR-001

NEXT AUDIT SCHEDULED: 2024-07-19","Quality audit findings for Strategic Metals Manufacturing covering QMS, manufacturing, and compliance.",2023-07-20,2025-01-02,ACTIVE,/documents/audit/143/292.pdf,439486,SYSTEM,2023-07-20 00:00:00,SYSTEM,2023-07-20 00:00:00
